t	tintnext	sstore	sstored	stry	sdid	snext	
2e-007	0.001	0.001	0.005
0.0010002	0.005	0.005	0.025
0.0060002	0.025	0.025	0.125
0.0310002	0.125	0.125	0.625
0.156	0.625	0.625	0.65757
0.781	0.65757	0.549632	0.594414
1.33063	0.594414	0.594414	0.647753
1.92505	0.647753	0.647753	0.818204
2.5728	0.818204	0.818204	1.06793
3.391	1.06793	1.06793	1.3821
4.45894	1.3821	1.3821	1.744
5.84104	1.744	1.744	2.04814
7.58505	2.04814	1.75602	1.82059
9.34107	1.82059	1.00445	1.21092
10.3455	1.21092	1.21092	1.47956
11.5564	1.47956	1.47956	1.43059
13.036	1.43059	1.05492	1.14793
14.0909	1.14793	1.14793	1.35617
15.2389	1.35617	1.35617	1.42646
16.595	1.42646	1.21079	1.2554
17.8058	1.2554	1.2554	1.26072
19.0612	1.26072	1.26072	1.21498
20.3219	1.21498	1.21498	1.17346
21.5369	1.17346	1.17346	1.19208
22.7104	1.19208	1.19208	1.26009
23.9025	1.26009	1.26009	1.29849
25.1625	1.29849	1.29849	1.24863
26.461	1.24863	1.24863	1.16597
27.7097	1.16597	1.16597	1.15291
28.8756	1.15291	1.15291	1.23792
30.0285	1.23792	1.23792	1.33268
31.2665	1.33268	1.33268	1.30539
32.5991	1.30539	1.17357	1.19243
33.7727	1.19243	1.19243	1.26277
34.9651	1.26277	1.26277	1.30077
36.2279	1.30077	1.30077	1.2451
37.5287	1.2451	1.2451	1.15611
38.7738	1.15611	1.15611	1.14164
39.9299	1.14164	1.14164	1.23031
41.0715	1.23031	1.23031	1.32835
42.3018	1.32835	1.32835	1.29616
43.6302	1.29616	1.15208	1.17532
44.7823	1.17532	1.17532	1.25487
45.9576	1.25487	1.25487	1.29307
47.2125	1.29307	1.29307	1.22351
48.5055	1.22351	1.22351	1.12222
49.729	1.12222	1.12222	1.10989
50.8513	1.10989	1.10989	1.21255
51.9611	1.21255	1.21255	1.31947
53.1737	1.31947	1.31947	1.27351
54.4932	1.27351	1.10385	1.13607
55.597	1.13607	1.13607	1.24156
56.7331	1.24156	1.24156	1.29025
57.9746	1.29025	1.29025	1.19471
59.2649	1.19471	1.06062	1.08232
60.3255	1.08232	1.08232	1.22582
61.4078	1.22582	1.22582	1.32673
62.6337	1.32673	1.32673	1.21946
63.9604	1.21946	1.00961	1.05554
64.97	1.05554	1.05554	1.24406
66.0255	1.24406	1.24406	1.35649
67.2696	1.35649	1.18994	1.22033
68.4595	1.22033	1.22033	1.14716
69.6799	1.14716	1.14716	1.05024
70.827	1.05024	1.05024	1.04327
71.8773	1.04327	1.04327	1.14439
72.9205	1.14439	1.14439	1.2413
74.0649	1.2413	1.2413	1.18696
75.3062	1.18696	1.02161	1.05404
76.3278	1.05404	1.05404	1.16664
77.3819	1.16664	1.16664	1.22063
78.5485	1.22063	1.22063	1.11863
79.7691	1.11863	0.971241	0.998789
80.7404	0.998789	0.998789	1.15477
81.7392	1.15477	1.15477	1.27873
82.8939	1.27873	1.09133	1.13115
83.9853	1.13115	1.13115	1.07511
85.1164	1.07511	1.07511	0.992289
86.1915	0.992289	0.992289	0.982998
87.1838	0.982998	0.982998	1.06177
88.1668	1.06177	1.06177	1.13606
89.2286	1.13606	1.13606	1.10361
90.3646	1.10361	1.10361	0.999181
91.4682	0.999181	0.999181	0.950543
92.4674	0.950543	0.950543	1.02454
93.418	1.02454	1.02454	1.16656
94.4425	1.16656	1.16656	1.21045
95.6091	1.21045	1.04669	1.07785
96.6558	1.07785	1.07785	1.09879
97.7336	1.09879	1.09879	1.16414
98.8324	1.16414	1.16414	1.12281
99.9965	1.12281	0.931391	0.973443
100.928	0.973443	0.973443	1.08429
101.901	1.08429	1.08429	1.12605
102.986	1.12605	1.12605	1.01966
104.112	1.01966	0.885421	0.910383
104.997	0.910383	0.910383	1.0664
105.908	1.0664	1.0664	1.17988
106.974	1.17988	1.17988	1.0648
108.154	1.0648	0.837814	0.89134
108.992	0.89134	0.89134	1.09417
109.883	1.09417	1.09417	1.21867
110.977	1.21867	1.03347	1.07264
112.011	1.07264	1.07264	0.999801
113.083	0.999801	0.897227	0.912125
113.98	0.912125	0.912125	1.02088
114.893	1.02088	1.02088	1.10153
115.913	1.10153	1.10153	1.02548
117.015	1.02548	0.86525	0.898614
117.88	0.898614	0.898614	1.0366
118.779	1.0366	1.0366	1.12148
119.815	1.12148	1.0054	0.936674
120.821	0.936674	0.936674	0.881839
121.758	0.881839	0.881839	1.01943
122.639	1.01943	1.01943	1.11305
123.659	1.11305	1.11305	1.0077
124.772	1.0077	0.812934	0.857308
125.585	0.857308	0.857308	1.03756
