RunId	Time	_sDFiAd_	_sDFiJv_	_sDPisc_	_oO2WHyp_	_aDVeg_	_oPTotWHyp_	_tPDifPO4Hyp_	_oChlaHyp_	_aSecchiT_	_oPTotWEpi_	_oChlaEpi_	_aDError_	_aNError_	_aPError_	_aSiError_	_aO2Error_	-1
0	88	3.02039	1.35711	0.000282968	6.91704	0.0874652	0.921244	0	6.70064	0.678482	0.452265	8.04937	0	0	-1.42109e-014	-1.42109e-014	0	-1
0	89	3.04005	1.401	0.000283149	6.91704	0.0888744	0.921244	0	6.70064	0.689911	0.45083	7.40525	-7.27596e-012	0	-2.13163e-014	-7.10543e-015	0	-1
0	90	3.06144	1.45047	0.000283331	6.91704	0.0906738	0.921244	0	6.70064	0.702063	0.449416	6.8033	0	-5.68434e-014	-7.10543e-015	-1.42109e-014	0	-1
0	91	3.08256	1.50114	0.000283498	6.91704	0.0927549	0.921244	0	6.70064	0.713848	0.448142	6.28948	0	-5.68434e-014	-7.10543e-015	-7.10543e-015	0	-1
0	92	3.10193	1.54937	0.00028364	6.91704	0.0949358	0.921244	0	6.70064	0.724413	0.447072	5.87949	0	-5.68434e-014	-7.10543e-015	-1.42109e-014	0	-1
0	93	3.12056	1.59741	0.000283767	6.91704	0.0972408	0.921244	0	6.70064	0.734161	0.446137	5.5386	0	-5.68434e-014	-7.10543e-015	-2.13163e-014	0	-1
0	94	3.14085	1.65166	0.000283894	6.91704	0.0999365	0.921244	0	6.70064	0.744192	0.445224	5.22128	0	-5.68434e-014	-7.10543e-015	-2.13163e-014	0	-1
0	95	3.16415	1.71669	0.000284028	6.91704	0.10327	0.921244	0	6.70064	0.755066	0.444283	4.9119	0	-5.68434e-014	0	-2.13163e-014	0	-1
0	96	3.18521	1.77812	0.000284136	6.91704	0.106581	0.921244	0	6.70064	0.764581	0.443496	4.66837	-7.27596e-012	-5.68434e-014	7.10543e-015	-1.42109e-014	0	-1
0	97	3.20699	1.84456	0.000284236	6.91704	0.110104	0.921244	0	6.70064	0.773593	0.442779	4.45981	-7.27596e-012	-5.68434e-014	0	-1.42109e-014	0	-1
0	98	3.22924	1.91572	0.000284325	6.91704	0.113873	0.921244	0	6.70064	0.782062	0.442125	4.28318	-7.27596e-012	-1.13687e-013	7.10543e-015	-2.13163e-014	0	-1
0	99	3.25281	1.99504	0.000284405	6.91704	0.11805	0.921244	0	6.70064	0.790089	0.441517	4.13416	-1.45519e-011	-2.27374e-013	7.10543e-015	-1.42109e-014	0	-1
0	100	3.2716	2.06149	0.000284458	6.91704	0.12168	0.921244	0	6.70064	0.795969	0.441073	4.03816	-1.45519e-011	-1.7053e-013	1.42109e-014	-2.13163e-014	0	-1
0	101	3.29112	2.13384	0.000284504	6.91704	0.125489	0.921244	0	6.70064	0.801097	0.440679	3.9664	-1.45519e-011	-1.7053e-013	1.42109e-014	-2.13163e-014	0	-1
0	102	3.31266	2.21796	0.000284543	6.91704	0.129882	0.921244	0	6.70064	0.805749	0.440306	3.91625	-1.45519e-011	-1.7053e-013	1.42109e-014	-2.84217e-014	0	-1
0	103	3.33472	2.3093	0.000284571	6.91704	0.13469	0.921244	0	6.70064	0.809372	0.439982	3.89733	-7.27596e-012	-2.27374e-013	1.42109e-014	-2.13163e-014	0	-1
0	104	3.33472	2.3093	0.000284571	6.91704	0.13469	0.921244	0	6.70064	0.809372	0.439982	3.89733	-7.27596e-012	-2.27374e-013	1.42109e-014	-2.13163e-014	0	-1
0	105	3.36899	2.46329	0.000284587	6.91704	0.142972	0.921244	0	6.70064	0.812259	0.439594	3.94503	-7.27596e-012	-1.7053e-013	2.13163e-014	-2.13163e-014	0	-1
0	106	3.38866	2.55945	0.000284581	6.91704	0.147993	0.921244	0	6.70064	0.812075	0.439445	4.02119	-7.27596e-012	-1.7053e-013	2.13163e-014	-1.42109e-014	0	-1
0	107	3.4097	2.66969	0.00028456	6.91704	0.153809	0.921244	0	6.70064	0.810151	0.439338	4.15426	-7.27596e-012	-1.7053e-013	2.13163e-014	-2.13163e-014	0	-1
0	108	3.4097	2.66969	0.00028456	6.91704	0.153809	0.921244	0	6.70064	0.810151	0.439338	4.15426	-7.27596e-012	-1.7053e-013	2.13163e-014	-2.13163e-014	0	-1
